PERMISSION NOTICE

The Microsoft “Terms of Use” (available at the www.microsoft.com website) govern all glossary terms in this document (“Glossary Terms”).  The following supplemental terms and conditions also apply.  If there is any conflict between the Terms of Use and the following terms and conditions, the following terms and conditions will take
Precedence over the Terms of Use.
         
1. No part of the Glossary Terms may be reproduced, adapted, distributed, or transmitted in any form or by any means, electronic, mechanical, or otherwise, including photocopying and entry into an information storage and/or retrieval system, for any purpose without the prior express consent of Microsoft Corporation. 

2. You may use the Glossary Terms in the development of any application software and you may also use the Glossary Terms for personal or non-commercial purposes only without the prior written consent of Microsoft Corporation, and only if all copies contain this Permission Notice and the Microsoft copyright notice in the Terms of Use.         
                                                                                                                                
3. You are not permitted to make any modifications, deletions or additions to the Glossary Terms.
 
4. Except as expressly set forth above, Microsoft’s publication of the Glossary Terms does not grant any rights to use, distribute, or implement any technology or intellectual property rights. All rights not expressly granted herein are expressly reserved by Microsoft.
"Source Term",,"Translation",,"String Category",,"Platform",,"Product",,"Version"
"Update required",,"Update vereist",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Show",,"Weergeven",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"+ {0} others liked your message in {1}",,"+ {0} anderen vinden uw bericht in {1} leuk",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Liked your message in {0}",,"Vinden uw bericht in {0} leuk",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"+ {0} other liked your message in {1}",,"+ {0} andere vindt uw bericht in {1} leuk",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Mentioned you in {0}",,"Hebben u vermeld in {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Mentioned {0} in {1}",,"Heeft {0} vermeld in {1}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"+ {0} others replied to a conversation you are part of in {1}",,"+ {0} andere heeft gereageerd op een gesprek waaraan u deelneemt in {1}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Replied to a conversation you are part of in {0}",,"Heeft gereageerd op een gesprek waaraan u deelneemt in {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"+ {0} others replied to your conversation in {1}",,"+ {0} anderen hebben gereageerd op uw gesprek in {1}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"Replied to your conversation in {0}",,"Heeft gereageerd op uw gesprek in {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"+ {0} other replied to your conversation in {1}",,"+ {0} andere heeft gereageerd op uw gesprek in {1}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"+ {0} other replied to a conversation you are part of in {1}",,"+ {0} anderen gereageerd op een gesprek waaraan u deelneemt in {1}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"{0} and {1} others",,"{0} en {1} anderen",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"{0} and 1 other",,"{0} en 1 andere",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
"an unavailable team: {0}",,"een niet-beschikbaar team: {0}",,"Text",,"All",,"Microsoft Teams for Windows Phone",,""
